Entity,Year,Life expectancy - Type: period - Sex: both - Age: 0
United States,2003,771.536
United States Virgin Islands,2003,730.939
Upper-middle-income countries,2003,71.43
Uruguay,2003,757.851
Uzbekistan,2003,670.397
Vanuatu,2003,692.761
Venezuela,2003,719.402
Vietnam,2003,729.803
Wallis and Futuna,2003,75.885
Western Sahara,2003,641.842
World,2003,67.46
Yemen,2003,645.411
Zambia,2003,48.284
Zimbabwe,2003,433.926
Afghanistan,2004,579.436
Africa (UN),2004,548.957
Albania,2004,763.761
Algeria,2004,717.617
American Samoa,2004,72.031
Andorra,2004,800.836
Angola,2004,50.592
Anguilla,2004,765.169
Antigua and Barbuda,2004,756.721
Argentina,2004,748.549
Armenia,2004,714.205
Aruba,2004,735.764
Asia (UN),2004,691.634
Australia,2004,807.512
Austria,2004,793.632
Azerbaijan,2004,673.461
Bahamas,2004,72.478
Bahrain,2004,765.598
Bangladesh,2004,671.874
Barbados,2004,747.268
Belarus,2004,694.064
Belgium,2004,789.599
Belize,2004,69.227
Benin,2004,568.257
Bermuda,2004,811.201
Bhutan,2004,652.678
Bolivia,2004,640.041
Bonaire Sint Eustatius and Saba,2004,751.268
Bosnia and Herzegovina,2004,761.329
Botswana,2004,516.168
Brazil,2004,711.307
British Virgin Islands,2004,742.505
Brunei,2004,746.497
Bulgaria,2004,726.094
Burkina Faso,2004,524.161
Burundi,2004,520.101
Cambodia,2004,635.524
Cameroon,2004,541.779
Canada,2004,800.332
Cape Verde,2004,719.991
Cayman Islands,2004,739.684
Central African Republic,2004,460.383
Chad,2004,482.317
Chile,2004,776.161
China,2004,737.477
Colombia,2004,726.951
Comoros,2004,594.803
Congo,2004,56.986
Cook Islands,2004,712.289
Costa Rica,2004,783.305
Cote d'Ivoire,2004,513.628
Croatia,2004,755.016
Cuba,2004,769.116
Curacao,2004,736.158
Cyprus,2004,779.435
Czechia,2004,759.432
Democratic Republic of Congo,2004,53.426
Denmark,2004,777.836
Djibouti,2004,577.594
Dominica,2004,72.401
Dominican Republic,2004,703.305
East Timor,2004,616.281
Ecuador,2004,742.788
Egypt,2004,68.613
El Salvador,2004,703.402
Equatorial Guinea,2004,550.363
Eritrea,2004,598.987
Estonia,2004,726.438
Eswatini,2004,425.381
Ethiopia,2004,532.348
Europe (UN),2004,743.786
Falkland Islands,2004,746.978
Faroe Islands,2004,770.024
Fiji,2004,664.243
Finland,2004,78.846
France,2004,803.393
French Guiana,2004,739.071
French Polynesia,2004,796.962
Gabon,2004,618.378
Gambia,2004,580.878
Georgia,2004,705.674
Germany,2004,791.263
Ghana,2004,591.914
Gibraltar,2004,809.478
Greece,2004,792.893
Greenland,2004,694.786
Grenada,2004,717.876
Guadeloupe,2004,787.038
Guam,2004,769.229
Guatemala,2004,691.648
Guernsey,2004,806.335
Guinea,2004,541.165
Guinea-Bissau,2004,521.496
Guyana,2004,649.305
Haiti,2004,584.755
High-income countries,2004,785.874
Honduras,2004,697.957
Hong Kong,2004,814.125
Hungary,2004,72.906
Iceland,2004,809.788
India,2004,645.244
Indonesia,2004,657.503
Iran,2004,713.703
Iraq,2004,650.307
Ireland,2004,785.126
Isle of Man,2004,769.661
Israel,2004,801.467
Italy,2004,810.199
Jamaica,2004,708.603
Japan,2004,821.309
Jersey,2004,797.869
Jordan,2004,727.725
Kazakhstan,2004,648.566
Kenya,2004,563.615
Kiribati,2004,649.893
Kosovo,2004,753.042
Kuwait,2004,767.924
Kyrgyzstan,2004,662.967
Land-locked Developing Countries (LLDC),2004,560.211
Laos,2004,602.929
Latin America and the Caribbean (UN),2004,722.702
Latvia,2004,709.252
Least developed countries,2004,572.381
Lebanon,2004,759.761
Lesotho,2004,437.108
Less developed regions,2004,661.018
"Less developed regions, excluding China",2004,639.489
"Less developed regions, excluding least developed countries",2004,678.627
Liberia,2004,560.131
Libya,2004,714.896
Liechtenstein,2004,82
Lithuania,2004,72.228
Low-income countries,2004,551.323
Lower-middle-income countries,2004,635.065
Luxembourg,2004,792.197
Macao,2004,816.914
Madagascar,2004,601.487
Malawi,2004,504.534
Malaysia,2004,738.985
Maldives,2004,735.379
Mali,2004,535.385
Malta,2004,791.944
Marshall Islands,2004,636.954
Martinique,2004,794.576
Mauritania,2004,615.931
Mauritius,2004,724.841
Mayotte,2004,762.718
Mexico,2004,74.372
Micronesia (country),2004,708.382
Middle-income countries,2004,668.668
Moldova,2004,678.612
Monaco,2004,842.292
Mongolia,2004,647.955
Montenegro,2004,746.954
Montserrat,2004,765.583
More developed regions,2004,761.057
Morocco,2004,68.231
Mozambique,2004,512.495
Myanmar,2004,612.496
Namibia,2004,512.464
Nauru,2004,58.072
Nepal,2004,648.177
Netherlands,2004,792.308
New Caledonia,2004,764.501
New Zealand,2004,793.715
Nicaragua,2004,674.233
Niger,2004,525.891
Nigeria,2004,487.672
Niue,2004,659.525
No income group available,2004,724.239
North Korea,2004,694.367
North Macedonia,2004,737.816
Northern America (UN),2004,777.964
Northern Mariana Islands,2004,765.131
Norway,2004,799.648
Oceania (UN),2004,760.241
Oman,2004,743.285
Pakistan,2004,630.522
Palau,2004,671.912
Palestine,2004,711.823
Panama,2004,755.444
Papua New Guinea,2004,617.611
Paraguay,2004,704.809
Peru,2004,72.668
Philippines,2004,700.367
Poland,2004,74.972
Portugal,2004,784.199
Puerto Rico,2004,771.431
Qatar,2004,759.606
Reunion,2004,770.754
Romania,2004,695.031
Russia,2004,65.904
Rwanda,2004,554.912
Saint Barthelemy,2004,775.506
Saint Helena,2004,771.089
Saint Kitts and Nevis,2004,71.303
Saint Lucia,2004,720.276
Saint Martin (French part),2004,77.384
Saint Pierre and Miquelon,2004,751.592
Saint Vincent and the Grenadines,2004,73.035
Samoa,2004,716.959
San Marino,2004,807.028
Sao Tome and Principe,2004,637.311
Saudi Arabia,2004,741.526
Senegal,2004,600.266
Serbia,2004,726.165
Seychelles,2004,711.618
Sierra Leone,2004,475.771
Singapore,2004,797.654
Sint Maarten (Dutch part),2004,742.399
Slovakia,2004,742.186
Slovenia,2004,774.848
Small Island Developing States (SIDS),2004,690.064
Solomon Islands,2004,678.009
Somalia,2004,505.377
South Africa,2004,54.043
South Korea,2004,78.006
South Sudan,2004,509.167
Spain,2004,803.362
Sri Lanka,2004,670.914
Sudan,2004,567.726
Suriname,2004,664.163
Sweden,2004,805.462
Switzerland,2004,810.534
Syria,2004,724.747
Taiwan,2004,772.291
Tajikistan,2004,660.284
Tanzania,2004,555.963
Thailand,2004,730.797
Togo,2004,555.695
Tokelau,2004,727.664
Tonga,2004,696.704
Trinidad and Tobago,2004,710.756
Tunisia,2004,744.902
Turkey,2004,73.24
Turkmenistan,2004,660.747
Turks and Caicos Islands,2004,767.858
Tuvalu,2004,636.933
Uganda,2004,515.469
Ukraine,2004,684.016
United Arab Emirates,2004,764.532
United Kingdom,2004,789.045
United States,2004,775.581
United States Virgin Islands,2004,731.005
Upper-middle-income countries,2004,717.943
Uruguay,2004,760.069
Uzbekistan,2004,674.012
Vanuatu,2004,693.133
Venezuela,2004,72.514
Vietnam,2004,73.135
Wallis and Futuna,2004,760.711
Western Sahara,2004,646.972
World,2004,678.074
Yemen,2004,650.059
Zambia,2004,494.873
Zimbabwe,2004,445.023
Afghanistan,2005,583.608
Africa (UN),2005,554.669
Albania,2005,766.208
Algeria,2005,720.612
American Samoa,2005,722.841
Andorra,2005,817.599
Angola,2005,515.699
Anguilla,2005,765.311
Antigua and Barbuda,2005,758.254
Argentina,2005,751.388
Armenia,2005,717.922
Aruba,2005,73.811
Asia (UN),2005,69.615
Australia,2005,811.126
Austria,2005,79.521
Azerbaijan,2005,675.619
Bahamas,2005,727.654
Bahrain,2005,769.306
Bangladesh,2005,672.992
Barbados,2005,748.901
Belarus,2005,694.163
Belgium,2005,790.526
Belize,2005,693.757
Benin,2005,571.252
Bermuda,2005,779.275
Bhutan,2005,65.805
Bolivia,2005,643.856
Bonaire Sint Eustatius and Saba,2005,751.933
Bosnia and Herzegovina,2005,75.42
Botswana,2005,526.104
Brazil,2005,717.533
British Virgin Islands,2005,747.226
Brunei,2005,747.309
Bulgaria,2005,725.924
Burkina Faso,2005,530.916
Burundi,2005,530.231
Cambodia,2005,642.933
Cameroon,2005,543.619
Canada,2005,801.364
Cape Verde,2005,726.804
Cayman Islands,2005,744.852
Central African Republic,2005,464.331
Chad,2005,483.122
Chile,2005,780.159
China,2005,741.111
Colombia,2005,730.814
Comoros,2005,596.041
Congo,2005,581.255
Cook Islands,2005,715.704
Costa Rica,2005,785.053
Cote d'Ivoire,2005,51.824
Croatia,2005,754.083
Cuba,2005,770.469
Curacao,2005,737.568
Cyprus,2005,781.008
Czechia,2005,761.585
Democratic Republic of Congo,2005,539.267
Denmark,2005,782.243
Djibouti,2005,58.316
Dominica,2005,722.543
Dominican Republic,2005,708.752
East Timor,2005,623.283
Ecuador,2005,745.144
Egypt,2005,687.786
El Salvador,2005,704.403
Equatorial Guinea,2005,554.644
Eritrea,2005,605.968
Estonia,2005,731.971
Eswatini,2005,421.254
Ethiopia,2005,540.085
Europe (UN),2005,745.083
Falkland Islands,2005,753.473
Faroe Islands,2005,756.966
Fiji,2005,666.325
Finland,2005,789.713
France,2005,803.394
French Guiana,2005,742.532
French Polynesia,2005,797.355
Gabon,2005,619.594
Gambia,2005,583.935
Georgia,2005,71.13
Germany,2005,792.618
Ghana,2005,597.601
Gibraltar,2005,814.416
Greece,2005,795.899
Greenland,2005,691.251
Grenada,2005,735.214
Guadeloupe,2005,786.727
Guam,2005,771.818
Guatemala,2005,691.675
Guernsey,2005,809.738
Guinea,2005,546.316
Guinea-Bissau,2005,522.492
Guyana,2005,65.132
Haiti,2005,604.153
High-income countries,2005,786.936
Honduras,2005,701.041
Hong Kong,2005,817.707
Hungary,2005,728.648
Iceland,2005,812.416
India,2005,649.955
Indonesia,2005,676.492
Iran,2005,718.384
Iraq,2005,648.438
Ireland,2005,789.162
Isle of Man,2005,776.228
Israel,2005,802.171
Italy,2005,81.023
Jamaica,2005,710.438
Japan,2005,82.012
Jersey,2005,799.287
Jordan,2005,729.321
Kazakhstan,2005,65.117
Kenya,2005,57.344
Kiribati,2005,649.666
Kosovo,2005,756.156
Kuwait,2005,769.027
Kyrgyzstan,2005,663.854
Land-locked Developing Countries (LLDC),2005,566.869
Laos,2005,609.802
Latin America and the Caribbean (UN),2005,726.734
Latvia,2005,707.781
Least developed countries,2005,578.142
Lebanon,2005,762.726
Lesotho,2005,432.325
Less developed regions,2005,665.652
"Less developed regions, excluding China",2005,644.419
"Less developed regions, excluding least developed countries",2005,683.035
Liberia,2005,569.117
Libya,2005,715.917
Liechtenstein,2005,808.225
Lithuania,2005,717.418
Low-income countries,2005,557.727
Lower-middle-income countries,2005,640.004
Luxembourg,2005,794.015
Macao,2005,820.329
Madagascar,2005,605.697
Malawi,2005,520.445
Malaysia,2005,740.959
Maldives,2005,747.506
Mali,2005,540.029
Malta,2005,796.465
Marshall Islands,2005,635.852
Martinique,2005,800.416
Mauritania,2005,61.656
Mauritius,2005,726.748
Mayotte,2005,764.169
Mexico,2005,743.765
Micronesia (country),2005,708.844
Middle-income countries,2005,672.982
Moldova,2005,681.689
Monaco,2005,848.081
Mongolia,2005,648.787
Montenegro,2005,74.262
Montserrat,2005,739.007
More developed regions,2005,761.876
Morocco,2005,687.039
Mozambique,2005,51.561
Myanmar,2005,615.985
Namibia,2005,517.866
Nauru,2005,581.613
Nepal,2005,654.566
Netherlands,2005,794.797
New Caledonia,2005,767.303
New Zealand,2005,800.572
Nicaragua,2005,679.359
Niger,2005,53.59
Nigeria,2005,49.297
Niue,2005,672.511
No income group available,2005,726.918
North Korea,2005,692.853
North Macedonia,2005,737.446
Northern America (UN),2005,778.049
Northern Mariana Islands,2005,769.796
Norway,2005,801.699
Oceania (UN),2005,763.515
Oman,2005,743.962
Pakistan,2005,624.657
Palau,2005,669.917
Palestine,2005,720.673
Panama,2005,758.285
Papua New Guinea,2005,618.008
Paraguay,2005,705.269
Peru,2005,729.858
Philippines,2005,702.402
Poland,2005,750.936
Portugal,2005,783.053
Puerto Rico,2005,772.366
Qatar,2005,760.637
Reunion,2005,773.295
Romania,2005,706.095
Russia,2005,660.746
Rwanda,2005,57.316
Saint Barthelemy,2005,777.146
Saint Helena,2005,771.532
Saint Kitts and Nevis,2005,713.616
Saint Lucia,2005,722.445
Saint Martin (French part),2005,775.553
Saint Pierre and Miquelon,2005,767.323
Saint Vincent and the Grenadines,2005,735.161
Samoa,2005,717.545
San Marino,2005,812.182
Sao Tome and Principe,2005,637.089
Saudi Arabia,2005,745.883
Senegal,2005,609.152
Serbia,2005,727.092
Seychelles,2005,715.618
Sierra Leone,2005,482.373
Singapore,2005,803.541
Sint Maarten (Dutch part),2005,755.424
Slovakia,2005,741.572
Slovenia,2005,777.151
Small Island Developing States (SIDS),2005,695.725
Solomon Islands,2005,679.363
Somalia,2005,506.606
South Africa,2005,539.797
South Korea,2005,785.192
South Sudan,2005,515.455
Spain,2005,803.283
Sri Lanka,2005,721.182
Sudan,2005,572.786
Suriname,2005,670.025
Sweden,2005,80.621
Switzerland,2005,812.338
Syria,2005,727.685
Taiwan,2005,772.033
Tajikistan,2005,665.143
Tanzania,2005,562.991
Thailand,2005,738.202
Togo,2005,559.618
Tokelau,2005,729.796
Tonga,2005,697.682
Trinidad and Tobago,2005,713.077
Tunisia,2005,747.642
Turkey,2005,735.341
Turkmenistan,2005,660.683
Turks and Caicos Islands,2005,771.476
Tuvalu,2005,638.359
Uganda,2005,529.756
Ukraine,2005,681.506
United Arab Emirates,2005,766.825
United Kingdom,2005,791.116
United States,2005,775.573
United States Virgin Islands,2005,732.924
Upper-middle-income countries,2005,721.125
Uruguay,2005,761.935
Uzbekistan,2005,674.901
Vanuatu,2005,693.898
Venezuela,2005,727.825
Vietnam,2005,732.714
Wallis and Futuna,2005,753.998
Western Sahara,2005,651.753
World,2005,682.047
Yemen,2005,65.543
Zambia,2005,506.591
Zimbabwe,2005,447.677
Afghanistan,2006,586.844
Africa (UN),2006,561.389
Albania,2006,768.162
Algeria,2006,723.336
American Samoa,2006,720.837
Andorra,2006,829.664
Angola,2006,523.688
Anguilla,2006,766.497
Antigua and Barbuda,2006,757.647
Argentina,2006,754.326
Armenia,2006,719.868
Aruba,2006,740.259
Asia (UN),2006,700.502
Australia,2006,812.822
Austria,2006,799.655
Azerbaijan,2006,681.653
Bahamas,2006,72.855
Bahrain,2006,771.555
Bangladesh,2006,672.413
Barbados,2006,750.683
Belarus,2006,699.876
Belgium,2006,793.884
Belize,2006,700.932
Benin,2006,574.555
Bermuda,2006,775.853
Bhutan,2006,663.617
Bolivia,2006,647.793
Bonaire Sint Eustatius and Saba,2006,745.584
Bosnia and Herzegovina,2006,762.468
Botswana,2006,539.182
Brazil,2006,720.373
British Virgin Islands,2006,748.802
Brunei,2006,747.829
Bulgaria,2006,727.215
Burkina Faso,2006,537.422
Burundi,2006,538.694
Cambodia,2006,650.593
Cameroon,2006,548.564
Canada,2006,805.466
Cape Verde,2006,722.394
Cayman Islands,2006,748.063
Central African Republic,2006,468.514
Chad,2006,482.863
Chile,2006,78.261
China,2006,745.037
Colombia,2006,73.468
Comoros,2006,598.751
Congo,2006,588.784
Cook Islands,2006,720.079
Costa Rica,2006,785.145
Cote d'Ivoire,2006,523.554
Croatia,2006,759.889
Cuba,2006,771.788
Curacao,2006,738.538
Cyprus,2006,783.708
Czechia,2006,767.109
Democratic Republic of Congo,2006,545.338
Denmark,2006,782.218
Djibouti,2006,587.153
Dominica,2006,728.479
Dominican Republic,2006,711.654
East Timor,2006,630.731
Ecuador,2006,74.689
Egypt,2006,689.773
El Salvador,2006,707.732
Equatorial Guinea,2006,560.459
Eritrea,2006,616.108
Estonia,2006,734.792
Eswatini,2006,431.196
Ethiopia,2006,551.491
Europe (UN),2006,751.649
Falkland Islands,2006,75.948
Faroe Islands,2006,778.412
Fiji,2006,668.553
Finland,2006,793.729
France,2006,807.483
French Guiana,2006,746.861
French Polynesia,2006,798.424
Gabon,2006,623.746
Gambia,2006,590.596
Georgia,2006,71.394
Germany,2006,795.906
Ghana,2006,599.883
Gibraltar,2006,803.928
Greece,2006,797.073
Greenland,2006,697.758
Grenada,2006,737.004
Guadeloupe,2006,789.627
Guam,2006,771.363
Guatemala,2006,698.124
Guernsey,2006,818.095
Guinea,2006,551.082
Guinea-Bissau,2006,533.712
Guyana,2006,656.666
Haiti,2006,607.632
High-income countries,2006,790.584
Honduras,2006,702.608
Hong Kong,2006,820.112
Hungary,2006,733.444
Iceland,2006,812.385
India,2006,654.123
Indonesia,2006,679.144
Iran,2006,722.761
Iraq,2006,635.873
Ireland,2006,791.518
Isle of Man,2006,781.909
Israel,2006,805.057
Italy,2006,814.169
Jamaica,2006,711.993
Japan,2006,823.765
Jersey,2006,799.667
Jordan,2006,731.449
Kazakhstan,2006,65.627
Kenya,2006,582.222
Kiribati,2006,649.058
Kosovo,2006,756.356
Kuwait,2006,768.868
Kyrgyzstan,2006,667.778
Land-locked Developing Countries (LLDC),2006,574.662
Laos,2006,614.929
Latin America and the Caribbean (UN),2006,728.935
Latvia,2006,70.877
Least developed countries,2006,584.518
Lebanon,2006,760.796
Lesotho,2006,429.136
Less developed regions,2006,670.074
"Less developed regions, excluding China",2006,648.884
"Less developed regions, excluding least developed countries",2006,68.706
Liberia,2006,576.199
Libya,2006,717.237
Liechtenstein,2006,81.16
Lithuania,2006,715.768
Low-income countries,2006,566.271
Lower-middle-income countries,2006,64.432
Luxembourg,2006,794.147
Macao,2006,822.574
Madagascar,2006,613.152
Malawi,2006,532.377
Malaysia,2006,741.642
Maldives,2006,751.296
Mali,2006,546.149
Malta,2006,797.788
Marshall Islands,2006,634.894
Martinique,2006,80.256
Mauritania,2006,618.909
Mauritius,2006,728.912
Mayotte,2006,765.157
Mexico,2006,743.313
Micronesia (country),2006,710.932
Middle-income countries,2006,677.607
Moldova,2006,684.794
Monaco,2006,846.351
Mongolia,2006,655.128
Montenegro,2006,740.494
Montserrat,2006,74.174
More developed regions,2006,767.299
Morocco,2006,691.282
Mozambique,2006,51.961
Myanmar,2006,618.931
Namibia,2006,526.551
Nauru,2006,583.785
Nepal,2006,658.685
Netherlands,2006,798.376
New Caledonia,2006,769.866
New Zealand,2006,800.489
Nicaragua,2006,687.246
Niger,2006,545.965
Nigeria,2006,497.305
Niue,2006,672.336
No income group available,2006,726.568
North Korea,2006,690.855
North Macedonia,2006,739.988
Northern America (UN),2006,780.985
Northern Mariana Islands,2006,772.124
Norway,2006,804.411
Oceania (UN),2006,764.643
Oman,2006,744.802
Pakistan,2006,637.312
Palau,2006,667.302
Palestine,2006,71.915
Panama,2006,760.123
Papua New Guinea,2006,619.172
Paraguay,2006,707.809
Peru,2006,731.721
Philippines,2006,702.817
Poland,2006,752.835
Portugal,2006,790.713
Puerto Rico,2006,774.153
Qatar,2006,765.703
Reunion,2006,775.806
Romania,2006,714.718
Russia,2006,672.791
Rwanda,2006,587.137
Saint Barthelemy,2006,77.876
Saint Helena,2006,76.832
Saint Kitts and Nevis,2006,712.885
Saint Lucia,2006,724.654
Saint Martin (French part),2006,777.263
Saint Pierre and Miquelon,2006,75.689
Saint Vincent and the Grenadines,2006,740.166
Samoa,2006,72.021
San Marino,2006,815.574
Sao Tome and Principe,2006,643.982
Saudi Arabia,2006,748.096
Senegal,2006,617.502
Serbia,2006,733.551
Seychelles,2006,718.336
Sierra Leone,2006,49.323
Singapore,2006,80.71
Sint Maarten (Dutch part),2006,759.257
Slovakia,2006,744.167
Slovenia,2006,784.191
Small Island Developing States (SIDS),2006,69.816
Solomon Islands,2006,680.899
Somalia,2006,505.974
South Africa,2006,542.775
South Korea,2006,790.754
South Sudan,2006,520.162
Spain,2006,809.725
Sri Lanka,2006,719.693
Sudan,2006,602.806
Suriname,2006,675.713
Sweden,2006,808.317
Switzerland,2006,815.464
Syria,2006,733.495
Taiwan,2006,779.277
Tajikistan,2006,670.127
Tanzania,2006,569.111
Thailand,2006,749.381
Togo,2006,562.219
Tokelau,2006,731.701
Tonga,2006,698.939
Trinidad and Tobago,2006,71.256
Tunisia,2006,749.215
Turkey,2006,738.448
Turkmenistan,2006,664.989
Turks and Caicos Islands,2006,768.311
Tuvalu,2006,639.278
Uganda,2006,543.688
Ukraine,2006,687.406
United Arab Emirates,2006,769.087
United Kingdom,2006,79.355
United States,2006,778.386
United States Virgin Islands,2006,728.075
Upper-middle-income countries,2006,725.709
Uruguay,2006,763.615
Uzbekistan,2006,67.891
Vanuatu,2006,69.462
Venezuela,2006,727.418
Vietnam,2006,733.194
Wallis and Futuna,2006,765.546
Western Sahara,2006,656.223
World,2006,687.027
Yemen,2006,659.877
Zambia,2006,517.955
Zimbabwe,2006,453.635
Afghanistan,2007,591.113
Africa (UN),2007,56.73
Albania,2007,775.491
Algeria,2007,726.019
American Samoa,2007,721.379
Andorra,2007,826.594
Angola,2007,536.419
Anguilla,2007,769.023
Antigua and Barbuda,2007,761.311
Argentina,2007,750.057
Armenia,2007,723.271
Aruba,2007,742.099
Asia (UN),2007,703.458
Australia,2007,812.603
Austria,2007,801.672
Azerbaijan,2007,686.032
Bahamas,2007,726.785
Bahrain,2007,776.338
Bangladesh,2007,667.144
Barbados,2007,753.424
Belarus,2007,707.622
Belgium,2007,795.262
Belize,2007,706.549
Benin,2007,576.752
Bermuda,2007,793.613
Bhutan,2007,669.537
Bolivia,2007,650.267
Bonaire Sint Eustatius and Saba,2007,755.369
Bosnia and Herzegovina,2007,761.609
Botswana,2007,55.732
Brazil,2007,723.653
British Virgin Islands,2007,750.393
Brunei,2007,74.818
Bulgaria,2007,73.037
Burkina Faso,2007,543.747
Burundi,2007,547.265
Cambodia,2007,657.314
Cameroon,2007,551.653
Canada,2007,805.495
Cape Verde,2007,728.349
Cayman Islands,2007,750.724
Central African Republic,2007,474.262
Chad,2007,48.751
Chile,2007,778.258
China,2007,747.619
Colombia,2007,738.372
Comoros,2007,60.102
Congo,2007,596.433
Cook Islands,2007,724.116
Costa Rica,2007,784.621
Cote d'Ivoire,2007,529.697
Croatia,2007,758.596
Cuba,2007,773.072
Curacao,2007,740.207
Cyprus,2007,788.103
Czechia,2007,769.217
Democratic Republic of Congo,2007,549.226
Denmark,2007,78.348
Djibouti,2007,590.242
Dominica,2007,719.301
Dominican Republic,2007,71.371
East Timor,2007,637.229
Ecuador,2007,748.445
Egypt,2007,69.128
El Salvador,2007,711.081
Equatorial Guinea,2007,565.398
Eritrea,2007,621.161
Estonia,2007,736.051
Eswatini,2007,436.411
Ethiopia,2007,564.264
Europe (UN),2007,755.532
Falkland Islands,2007,764.903
Faroe Islands,2007,781.901
Fiji,2007,668.261
Finland,2007,793.907
France,2007,809.672
French Guiana,2007,75.295
French Polynesia,2007,800.202
Gabon,2007,626.183
Gambia,2007,593.935
Georgia,2007,715.679
Germany,2007,797.412
Ghana,2007,602.243
Gibraltar,2007,785.142
Greece,2007,79.612
Greenland,2007,695.847
Grenada,2007,743.165
Guadeloupe,2007,794.595
Guam,2007,770.982
Guatemala,2007,701.002
Guernsey,2007,816.688
Guinea,2007,555.526
Guinea-Bissau,2007,54.155
Guyana,2007,662.535
Haiti,2007,61.103
High-income countries,2007,792.614
Honduras,2007,703.765
Hong Kong,2007,822.309
Hungary,2007,734.316
Iceland,2007,813.511
India,2007,657.884
Indonesia,2007,681.893
Iran,2007,72.772
Iraq,2007,635.527
Ireland,2007,795.547
Isle of Man,2007,783.309
Israel,2007,806.651
Italy,2007,815.029
Jamaica,2007,714.179
Japan,2007,825.544
Jersey,2007,808.403
Jordan,2007,733.728
Kazakhstan,2007,65.928
Kenya,2007,588.651
Kiribati,2007,648.436
Kosovo,2007,765.165
Kuwait,2007,770.168
Kyrgyzstan,2007,670.064
Land-locked Developing Countries (LLDC),2007,58.192
Laos,2007,620.844
Latin America and the Caribbean (UN),2007,730.341
Latvia,2007,710.566
Least developed countries,2007,589.287
Lebanon,2007,770.801
Lesotho,2007,431.225
Less developed regions,2007,67.333
"Less developed regions, excluding China",2007,652.284
"Less developed regions, excluding least developed countries",2007,689.963
Liberia,2007,582.845
Libya,2007,718.628
Liechtenstein,2007,815.032
Lithuania,2007,715.366
Low-income countries,2007,573.342
Lower-middle-income countries,2007,647.274
Luxembourg,2007,794.774
Macao,2007,82.543
Madagascar,2007,617.571
Malawi,2007,53.946
Malaysia,2007,742.109
Maldives,2007,756.858
Mali,2007,549.411
Malta,2007,800.877
Marshall Islands,2007,633.597
Martinique,2007,805.883
Mauritania,2007,622.285
Mauritius,2007,730.795
Mayotte,2007,766.715
Mexico,2007,742.384
Micronesia (country),2007,710.599
Middle-income countries,2007,680.887
Moldova,2007,689.471
Monaco,2007,839.201
Mongolia,2007,659.701
Montenegro,2007,745.255
Montserrat,2007,743.008
More developed regions,2007,770.591
Morocco,2007,69.604
Mozambique,2007,525.664
Myanmar,2007,623.709
Namibia,2007,536.799
Nauru,2007,585.303
Nepal,2007,663.288
Netherlands,2007,802.452
New Caledonia,2007,772.957
New Zealand,2007,801.631
Nicaragua,2007,695.595
Niger,2007,555.533
Nigeria,2007,50.033
Niue,2007,673.906
No income group available,2007,729.732
North Korea,2007,689.109
North Macedonia,2007,739.042
Northern America (UN),2007,783.381
Northern Mariana Islands,2007,773.934
Norway,2007,805.033
Oceania (UN),2007,764.922
Oman,2007,74.461
Pakistan,2007,638.517
Palau,2007,664.874
Palestine,2007,721.525
Panama,2007,76.154
Papua New Guinea,2007,620.338
Paraguay,2007,711.061
Peru,2007,732.227
Philippines,2007,704.832
Poland,2007,753.386
Portugal,2007,79.281
Puerto Rico,2007,776.208
Qatar,2007,770.155
Reunion,2007,783.154
Romania,2007,725.458
Russia,2007,681.535
Rwanda,2007,599.653
Saint Barthelemy,2007,780.296
Saint Helena,2007,757.147
Saint Kitts and Nevis,2007,713.668
Saint Lucia,2007,725.985
Saint Martin (French part),2007,778.923
Saint Pierre and Miquelon,2007,761.911
Saint Vincent and the Grenadines,2007,747.028
Samoa,2007,720.997
San Marino,2007,81.853
Sao Tome and Principe,2007,647.239
Saudi Arabia,2007,750.458
Senegal,2007,625.429
Serbia,2007,736.228
Seychelles,2007,721.124
Sierra Leone,2007,503.654
Singapore,2007,809.576
Sint Maarten (Dutch part),2007,754.166
Slovakia,2007,744.951
Slovenia,2007,785.936
Small Island Developing States (SIDS),2007,700.658
Solomon Islands,2007,679.856
Somalia,2007,505.147
South Africa,2007,549.922
South Korea,2007,79.48
South Sudan,2007,528.565
Spain,2007,809.803
Sri Lanka,2007,720.488
Sudan,2007,612.564
Suriname,2007,68.204
Sweden,2007,809.697
Switzerland,2007,816.988
Syria,2007,737.088
Taiwan,2007,781.383
Tajikistan,2007,672.169
Tanzania,2007,57.52
Thailand,2007,751.872
Togo,2007,565.106
Tokelau,2007,733.753
Tonga,2007,700.478
Trinidad and Tobago,2007,716.523
Tunisia,2007,75.072
Turkey,2007,741.927
Turkmenistan,2007,668.948
Turks and Caicos Islands,2007,759.137
Tuvalu,2007,639.315
Uganda,2007,552.365
Ukraine,2007,687.657
United Arab Emirates,2007,771.289
United Kingdom,2007,795.424
United States,2007,781.004
United States Virgin Islands,2007,724.698
Upper-middle-income countries,2007,729.095
Uruguay,2007,764.981
Uzbekistan,2007,682.918
Vanuatu,2007,695.445
Venezuela,2007,730.583
Vietnam,2007,734.361
Wallis and Futuna,2007,771.502
Western Sahara,2007,660.984
World,2007,690.508
Yemen,2007,665.653
Zambia,2007,527.389
Zimbabwe,2007,456.102
Afghanistan,2008,598.515
Africa (UN),2008,573.081
Albania,2008,776.529
Algeria,2008,729.405
American Samoa,2008,720.891
Andorra,2008,826.982
Angola,2008,546.327
Anguilla,2008,771.457
